Node Number	Total Deformation (m)
2732	1.4693e-012
2733	1.7567e-012
2734	1.6482e-012
2735	1.6489e-012
2736	1.6655e-012
2737	1.9581e-012
2738	1.8497e-012
2739	1.8502e-012
2740	1.8645e-012
2741	2.1617e-012
2742	2.0531e-012
2743	2.0535e-012
2744	2.0663e-012
2745	2.2581e-012
2746	2.2585e-012
2747	2.367e-012
2748	2.2703e-012
2749	3.0797e-013
2750	1.9106e-013
2751	1.9106e-013
2752	9.6359e-014
2753	5.2435e-013
2754	4.0246e-013
2755	4.0246e-013
2756	7.3431e-013
2757	6.1454e-013
2758	6.1454e-013
2759	9.3757e-013
2760	8.2119e-013
2761	8.2119e-013
2762	1.1382e-012
2763	1.0247e-012
2764	1.0247e-012
2765	1.3382e-012
2766	1.2268e-012
2767	1.2268e-012
2768	1.5389e-012
2769	1.4289e-012
2770	1.4289e-012
2771	1.7409e-012
2772	1.6317e-012
2773	1.6317e-012
2774	1.9444e-012
2775	1.8355e-012
2776	1.8355e-012
2777	2.1493e-012
2778	2.0405e-012
2779	2.0405e-012
2780	2.2467e-012
2781	2.2467e-012
2782	2.3556e-012
2783	2.8837e-013
2784	1.822e-013
2785	1.7767e-013
2786	8.9751e-014
2787	4.9725e-013
2788	3.8484e-013
2789	3.7745e-013
2790	7.0556e-013
2791	5.9221e-013
2792	5.8467e-013
2793	9.1094e-013
2794	7.9806e-013
2795	7.9243e-013
2796	1.1149e-012
2797	1.0032e-012
2798	9.9906e-013
2799	1.3184e-012
2800	1.2078e-012
2801	1.2049e-012
2802	1.5222e-012
2803	1.4125e-012
2804	1.4104e-012
2805	1.7266e-012
2806	1.6177e-012
2807	1.6161e-012
2808	1.9319e-012
2809	1.8234e-012
2810	1.8222e-012
2811	2.1381e-012
2812	2.0298e-012
2813	2.0288e-012
2814	2.2369e-012
2815	2.236e-012
2816	2.3453e-012
2817	2.7867e-013
2818	1.7765e-013
2819	1.7071e-013
2820	8.6765e-014
2821	4.8189e-013
2822	3.7557e-013
2823	3.6367e-013
2824	6.8739e-013
2825	5.7944e-013
2826	5.6673e-013
2827	8.9254e-013
2828	7.8374e-013
2829	7.7327e-013
2830	1.0978e-012
2831	9.8899e-013
2832	9.8074e-013
2833	1.3033e-012
2834	1.1947e-012
2835	1.1885e-012
2836	1.5091e-012
2837	1.401e-012
2838	1.3962e-012
2839	1.7153e-012
2840	1.6077e-012
2841	1.6039e-012
2842	1.9219e-012
2843	1.8146e-012
2844	1.8116e-012
2845	2.1291e-012
2846	2.022e-012
2847	2.0194e-012
2848	2.2297e-012
2849	2.2275e-012
2850	2.337e-012
2851	2.7391e-013
2852	1.7572e-013
2853	1.6741e-013
2854	8.5297e-014
2855	4.7402e-013
2856	3.7155e-013
2857	3.5688e-013
2858	6.7749e-013
2859	5.7365e-013
2860	5.5725e-013
2861	8.8193e-013
2862	7.7695e-013
2863	7.6249e-013
2864	1.0875e-012
2865	9.8202e-013
2866	9.6993e-013
2867	1.2939e-012
2868	1.1881e-012
2869	1.1784e-012
2870	1.5008e-012
2871	1.3951e-012
2872	1.3873e-012
2873	1.7081e-012
2874	1.6024e-012
2875	1.5961e-012
2876	1.9155e-012
2877	1.81e-012
2878	1.8048e-012
2879	2.1233e-012
2880	2.0178e-012
2881	2.0133e-012
2882	2.2259e-012
2883	2.2219e-012
2884	2.3316e-012
2885	2.7247e-013
2886	1.7572e-013
2887	1.664e-013
2888	8.4856e-014
2889	4.716e-013
2890	3.7155e-013
2891	3.548e-013
2892	6.7435e-013
2893	5.7365e-013
2894	5.5428e-013
2895	8.7848e-013
2896	7.7695e-013
2897	7.5903e-013
2898	1.0841e-012
2899	9.8202e-013
2900	9.6637e-013
2901	1.2907e-012
2902	1.1881e-012
2903	1.1751e-012
2904	1.498e-012
2905	1.3951e-012
2906	1.3843e-012
2907	1.7056e-012
2908	1.6024e-012
2909	1.5934e-012
2910	1.9133e-012
2911	1.81e-012
2912	1.8024e-012
2913	2.1213e-012
2914	2.0178e-012
2915	2.0112e-012
2916	2.2259e-012
2917	2.22e-012
2918	2.3297e-012
2919	2.7391e-013
2920	1.7765e-013
2921	1.6741e-013
2922	8.5297e-014
2923	4.7402e-013
2924	3.7557e-013
2925	3.5688e-013
2926	6.7749e-013
2927	5.7944e-013
2928	5.5725e-013
2929	8.8193e-013
2930	7.8374e-013
2931	7.6249e-013
2932	1.0875e-012
2933	9.8899e-013
2934	9.6993e-013
2935	1.2939e-012
2936	1.1947e-012
2937	1.1784e-012
2938	1.5008e-012
2939	1.401e-012
2940	1.3873e-012
2941	1.7081e-012
2942	1.6077e-012
2943	1.5961e-012
2944	1.9155e-012
2945	1.8146e-012
2946	1.8048e-012
2947	2.1233e-012
2948	2.022e-012
2949	2.0133e-012
2950	2.2297e-012
2951	2.2219e-012
2952	2.3316e-012
2953	2.7867e-013
2954	1.822e-013
2955	1.7071e-013
2956	8.6765e-014
2957	4.8189e-013
2958	3.8484e-013
2959	3.6367e-013
2960	6.8739e-013
2961	5.9221e-013
2962	5.6673e-013
2963	8.9254e-013
2964	7.9806e-013
2965	7.7327e-013
2966	1.0978e-012
2967	1.0032e-012
2968	9.8074e-013
2969	1.3033e-012
2970	1.2078e-012
2971	1.1885e-012
2972	1.5091e-012
2973	1.4125e-012
2974	1.3962e-012
2975	1.7153e-012
2976	1.6177e-012
2977	1.6039e-012
2978	1.9219e-012
2979	1.8234e-012
2980	1.8116e-012
2981	2.1291e-012
2982	2.0298e-012
2983	2.0194e-012
2984	2.2369e-012
2985	2.2275e-012
2986	2.337e-012
2987	2.8837e-013
2988	1.9106e-013
2989	1.7767e-013
2990	8.9751e-014
2991	4.9725e-013
2992	4.0246e-013
2993	3.7745e-013
2994	7.0556e-013
2995	6.1454e-013
2996	5.8467e-013
2997	9.1094e-013
2998	8.2119e-013
2999	7.9243e-013
3000	1.1149e-012
3001	1.0247e-012
3002	9.9906e-013
3003	1.3184e-012
3004	1.2268e-012
3005	1.2049e-012
3006	1.5222e-012
3007	1.4289e-012
3008	1.4104e-012
3009	1.7266e-012
3010	1.6317e-012
3011	1.6161e-012
3012	1.9319e-012
3013	1.8355e-012
3014	1.8222e-012
3015	2.1381e-012
3016	2.0405e-012
3017	2.0288e-012
3018	2.2467e-012
3019	2.236e-012
3020	2.3453e-012
3021	3.0797e-013
3022	2.1126e-013
3023	1.9106e-013
3024	9.6359e-014
3025	5.2435e-013
3026	4.3605e-013
3027	4.0246e-013
3028	7.3431e-013
3029	6.5019e-013
3030	6.1454e-013
3031	9.3757e-013
3032	8.5399e-013
3033	8.2119e-013
3034	1.1382e-012
3035	1.0529e-012
3036	1.0247e-012
3037	1.3382e-012
3038	1.2504e-012
3039	1.2268e-012
3040	1.5389e-012
3041	1.4485e-012
3042	1.4289e-012
3043	1.7409e-012
3044	1.6482e-012
3045	1.6317e-012
3046	1.9444e-012
3047	1.8497e-012
3048	1.8355e-012
3049	2.1493e-012
3050	2.0531e-012
3051	2.0405e-012
3052	2.2581e-012
3053	2.2467e-012
3054	2.3556e-012
3055	3.495e-013
3056	2.2911e-013
3057	1.0951e-013
3058	2.6066e-013
3059	5.6956e-013
3060	4.4855e-013
3061	4.9641e-013
3062	7.7476e-013
3063	6.5941e-013
3064	7.0049e-013
3065	9.7143e-013
3066	8.5932e-013
3067	8.9451e-013
3068	1.1659e-012
3069	1.056e-012
3070	1.0851e-012
3071	1.3608e-012
3072	1.2522e-012
3073	1.276e-012
3074	1.5576e-012
3075	1.4496e-012
3076	1.4693e-012
3077	1.7567e-012
3078	1.6489e-012
3079	1.6655e-012
3080	1.9581e-012
3081	1.8502e-012
3082	1.8645e-012
3083	2.1617e-012
3084	2.0535e-012
3085	2.0663e-012
3086	2.2585e-012
3087	2.367e-012
3088	2.2703e-012
3089	3.3275e-013
3090	1.9955e-013
3091	2.2193e-013
3092	1.0389e-013
3093	2.5129e-013
3094	5.4545e-013
3095	4.1371e-013
3096	4.3329e-013
3097	4.7742e-013
3098	7.4828e-013
3099	6.228e-013
3100	6.3923e-013
3101	6.7573e-013
3102	9.4627e-013
3103	8.2706e-013
3104	8.3773e-013
3105	8.6923e-013
3106	1.1435e-012
3107	1.0285e-012
3108	1.0354e-012
3109	1.0615e-012
3110	1.3414e-012
3111	1.2292e-012
3112	1.2337e-012
3113	1.2553e-012
3114	1.541e-012
3115	1.4305e-012
3116	1.4335e-012
3117	1.4514e-012
3118	1.7424e-012
3119	1.6328e-012
3120	1.635e-012
3121	1.65e-012
3122	1.9456e-012
3123	1.8364e-012
3124	1.8381e-012
3125	1.8511e-012
3126	2.1503e-012
3127	2.0412e-012
3128	2.0427e-012
3129	2.0543e-012
3130	2.2473e-012
3131	2.2485e-012
3132	2.3565e-012
3133	2.2593e-012
3134	2.8837e-013
3135	1.7767e-013
3136	1.822e-013
3137	8.9751e-014
3138	4.9725e-013
3139	3.7745e-013
3140	3.8484e-013
3141	7.0556e-013
3142	5.8467e-013
3143	5.9221e-013
3144	9.1094e-013
3145	7.9243e-013
3146	7.9806e-013
3147	1.1149e-012
3148	9.9906e-013
3149	1.0032e-012
3150	1.3184e-012
3151	1.2049e-012
3152	1.2078e-012
3153	1.5222e-012
3154	1.4104e-012
3155	1.4125e-012
3156	1.7266e-012
3157	1.6161e-012
3158	1.6177e-012
3159	1.9319e-012
3160	1.8222e-012
3161	1.8234e-012
3162	2.1381e-012
3163	2.0288e-012
3164	2.0298e-012
3165	2.236e-012
3166	2.2369e-012
3167	2.3453e-012
3168	2.6683e-013
3169	1.6776e-013
3170	1.6776e-013
3171	8.2417e-014
3172	4.6789e-013
3173	3.5806e-013
3174	3.5806e-013
3175	6.7486e-013
3176	5.6053e-013
3177	5.6053e-013
3178	8.8289e-013
3179	7.6783e-013
3180	7.6783e-013
3181	1.0906e-012
3182	9.7649e-013
3183	9.7649e-013
3184	1.298e-012
3185	1.1852e-012
3186	1.1852e-012
3187	1.5051e-012
3188	1.3937e-012
3189	1.3937e-012
3190	1.7122e-012
3191	1.6019e-012
3192	1.6019e-012
3193	1.9194e-012
3194	1.81e-012
3195	1.81e-012
3196	2.127e-012
3197	2.0181e-012
3198	2.0181e-012
3199	2.2263e-012
3200	2.2263e-012
3201	2.3351e-012
3202	2.5595e-013
3203	1.626e-013
3204	1.601e-013
3205	7.8991e-014
3206	4.5106e-013
3207	3.4774e-013
3208	3.4312e-013
3209	6.5534e-013
3210	5.4663e-013
3211	5.4133e-013
3212	8.6345e-013
3213	7.5256e-013
3214	7.4759e-013
3215	1.0728e-012
3216	9.616e-013
3217	9.5735e-013
3218	1.2824e-012
3219	1.1717e-012
3220	1.1682e-012
3221	1.4917e-012
3222	1.3819e-012
3223	1.3791e-012
3224	1.7007e-012
3225	1.5917e-012
3226	1.5895e-012
3227	1.9094e-012
3228	1.8011e-012
3229	1.7993e-012
3230	2.118e-012
3231	2.0102e-012
3232	2.0086e-012
3233	2.2192e-012
3234	2.2178e-012
3235	2.3269e-012
3236	2.5054e-013
3237	1.6039e-013
3238	1.5642e-013
3239	7.7289e-014
3240	4.4237e-013
3241	3.4324e-013
3242	3.3568e-013
3243	6.4466e-013
3244	5.4032e-013
3245	5.3114e-013
3246	8.5222e-013
3247	7.4531e-013
3248	7.3617e-013
3249	1.0621e-012
3250	9.5427e-013
3251	9.4604e-013
3252	1.2728e-012
3253	1.1648e-012
3254	1.1578e-012
3255	1.4833e-012
3256	1.3758e-012
3257	1.3699e-012
3258	1.6934e-012
3259	1.5864e-012
3260	1.5816e-012
3261	1.903e-012
3262	1.7965e-012
3263	1.7924e-012
3264	2.1122e-012
3265	2.006e-012
3266	2.0025e-012
3267	2.2154e-012
3268	2.2123e-012
3269	2.3215e-012
3270	2.4891e-013
3271	1.6039e-013
3272	1.553e-013
3273	7.6775e-014
3274	4.397e-013
3275	3.4324e-013
3276	3.3339e-013
3277	6.4128e-013
3278	5.4032e-013
3279	5.2794e-013
3280	8.4856e-013
3281	7.4531e-013
3282	7.325e-013
3283	1.0586e-012
3284	9.5427e-013
3285	9.4231e-013
3286	1.2695e-012
3287	1.1648e-012
3288	1.1544e-012
3289	1.4804e-012
3290	1.3758e-012
3291	1.3668e-012
3292	1.6909e-012
3293	1.5864e-012
3294	1.5788e-012
3295	1.9007e-012
3296	1.7965e-012
3297	1.79e-012
3298	2.1102e-012
3299	2.006e-012
3300	2.0004e-012
3301	2.2154e-012
3302	2.2103e-012
3303	2.3197e-012
3304	2.5054e-013
3305	1.626e-013
3306	1.5642e-013
3307	7.7289e-014
3308	4.4237e-013
3309	3.4774e-013
3310	3.3568e-013
3311	6.4466e-013
3312	5.4663e-013
3313	5.3114e-013
3314	8.5222e-013
3315	7.5256e-013
3316	7.3617e-013
3317	1.0621e-012
3318	9.616e-013
3319	9.4604e-013
3320	1.2728e-012
3321	1.1717e-012
3322	1.1578e-012
3323	1.4833e-012
3324	1.3819e-012
3325	1.3699e-012
3326	1.6934e-012
3327	1.5917e-012
3328	1.5816e-012
3329	1.903e-012
3330	1.8011e-012
3331	1.7924e-012
3332	2.1122e-012
3333	2.0102e-012
3334	2.0025e-012
3335	2.2192e-012
3336	2.2123e-012
3337	2.3215e-012
3338	2.5595e-013
3339	1.6776e-013
3340	1.601e-013
3341	7.8991e-014
3342	4.5106e-013
3343	3.5806e-013
3344	3.4312e-013
3345	6.5534e-013
3346	5.6053e-013
3347	5.4133e-013
3348	8.6345e-013
3349	7.6783e-013
3350	7.4759e-013
3351	1.0728e-012
3352	9.7649e-013
3353	9.5735e-013
3354	1.2824e-012
3355	1.1852e-012
3356	1.1682e-012
3357	1.4917e-012
3358	1.3937e-012
3359	1.3791e-012
3360	1.7007e-012
3361	1.6019e-012
3362	1.5895e-012
3363	1.9094e-012
3364	1.81e-012
3365	1.7993e-012
3366	2.118e-012
3367	2.0181e-012
3368	2.0086e-012
3369	2.2263e-012
3370	2.2178e-012
3371	2.3269e-012
3372	2.6683e-013
3373	1.7767e-013
3374	1.6776e-013
3375	8.2417e-014
3376	4.6789e-013
3377	3.7745e-013
3378	3.5806e-013
3379	6.7486e-013
3380	5.8467e-013
3381	5.6053e-013
3382	8.8289e-013
3383	7.9243e-013
3384	7.6783e-013
3385	1.0906e-012
3386	9.9906e-013
3387	9.7649e-013
3388	1.298e-012
3389	1.2049e-012
3390	1.1852e-012
3391	1.5051e-012
3392	1.4104e-012
3393	1.3937e-012
3394	1.7122e-012
3395	1.6161e-012
3396	1.6019e-012
3397	1.9194e-012
3398	1.8222e-012
3399	1.81e-012
3400	2.127e-012
3401	2.0288e-012
3402	2.0181e-012
3403	2.236e-012
3404	2.2263e-012
3405	2.3351e-012
3406	2.8837e-013
3407	1.9955e-013
3408	1.822e-013
3409	8.9751e-014
3410	4.9725e-013
3411	4.1371e-013
3412	3.8484e-013
3413	7.0556e-013
3414	6.228e-013
3415	5.9221e-013
3416	9.1094e-013
3417	8.2706e-013
3418	7.9806e-013
3419	1.1149e-012
3420	1.0285e-012
3421	1.0032e-012
3422	1.3184e-012
3423	1.2292e-012
3424	1.2078e-012
3425	1.5222e-012
3426	1.4305e-012
3427	1.4125e-012
3428	1.7266e-012
3429	1.6328e-012
3430	1.6177e-012
3431	1.9319e-012
3432	1.8364e-012
3433	1.8234e-012
3434	2.1381e-012
3435	2.0412e-012
3436	2.0298e-012
3437	2.2473e-012
3438	2.2369e-012
3439	2.3453e-012
3440	3.3275e-013
3441	2.2193e-013
3442	1.0389e-013
3443	2.5129e-013
3444	5.4545e-013
3445	4.3329e-013
3446	4.7742e-013
3447	7.4828e-013
3448	6.3923e-013
3449	6.7573e-013
3450	9.4627e-013
3451	8.3773e-013
3452	8.6923e-013
3453	1.1435e-012
3454	1.0354e-012
3455	1.0615e-012
3456	1.3414e-012
3457	1.2337e-012
3458	1.2553e-012
3459	1.541e-012
3460	1.4335e-012
3461	1.4514e-012
3462	1.7424e-012
3463	1.635e-012
3464	1.65e-012
3465	1.9456e-012
3466	1.8381e-012
3467	1.8511e-012
3468	2.1503e-012
3469	2.0427e-012
3470	2.0543e-012
3471	2.2485e-012
3472	2.3565e-012
3473	2.2593e-012
3474	3.2464e-013
3475	1.9361e-013
3476	2.1837e-013
3477	1.0138e-013
3478	2.4672e-013
3479	5.319e-013
3480	4.0157e-013
3481	4.2536e-013
3482	4.6728e-013
3483	7.3159e-013
3484	6.0647e-013
3485	6.2772e-013
3486	6.6101e-013
3487	9.2889e-013
3488	8.0918e-013
3489	8.2437e-013
3490	8.5242e-013
3491	1.127e-012
3492	1.011e-012
3493	1.0219e-012
3494	1.0447e-012
3495	1.3267e-012
3496	1.2134e-012
3497	1.221e-012
3498	1.2397e-012
3499	1.5281e-012
3500	1.4166e-012
3501	1.4221e-012
3502	1.4375e-012
3503	1.7311e-012
3504	1.6207e-012
3505	1.625e-012
3506	1.6379e-012
3507	1.9356e-012
3508	1.8258e-012
3509	1.8293e-012
3510	1.8404e-012
3511	2.1412e-012
3512	2.0318e-012
3513	2.0347e-012
3514	2.0447e-012
3515	2.2387e-012
3516	2.2412e-012
3517	2.348e-012
3518	2.2504e-012
3519	2.7867e-013
3520	1.7071e-013
3521	1.7765e-013
3522	8.6765e-014
3523	4.8189e-013
3524	3.6367e-013
3525	3.7557e-013
3526	6.8739e-013
3527	5.6673e-013
3528	5.7944e-013
3529	8.9254e-013
3530	7.7327e-013
3531	7.8374e-013
3532	1.0978e-012
3533	9.8074e-013
3534	9.8899e-013
3535	1.3033e-012
3536	1.1885e-012
3537	1.1947e-012
3538	1.5091e-012
3539	1.3962e-012
3540	1.401e-012
3541	1.7153e-012
3542	1.6039e-012
3543	1.6077e-012
3544	1.9219e-012
3545	1.8116e-012
3546	1.8146e-012
3547	2.1291e-012
3548	2.0194e-012
3549	2.022e-012
3550	2.2275e-012
3551	2.2297e-012
3552	2.337e-012
3553	2.5595e-013
3554	1.601e-013
3555	1.626e-013
3556	7.8991e-014
3557	4.5106e-013
3558	3.4312e-013
3559	3.4774e-013
3560	6.5534e-013
3561	5.4133e-013
3562	5.4663e-013
3563	8.6345e-013
3564	7.4759e-013
3565	7.5256e-013
3566	1.0728e-012
3567	9.5735e-013
3568	9.616e-013
3569	1.2824e-012
3570	1.1682e-012
3571	1.1717e-012
3572	1.4917e-012
3573	1.3791e-012
3574	1.3819e-012
3575	1.7007e-012
3576	1.5895e-012
3577	1.5917e-012
3578	1.9094e-012
3579	1.7993e-012
3580	1.8011e-012
3581	2.118e-012
3582	2.0086e-012
3583	2.0102e-012
3584	2.2178e-012
3585	2.2192e-012
3586	2.3269e-012
3587	2.4428e-013
3588	1.5449e-013
3589	1.5449e-013
3590	7.5274e-014
3591	4.3319e-013
3592	3.3205e-013
3593	3.3205e-013
3594	6.3481e-013
3595	5.2662e-013
3596	5.2662e-013
3597	8.4318e-013
3598	7.3158e-013
3599	7.3158e-013
3600	1.0544e-012
3601	9.4187e-013
3602	9.4187e-013
3603	1.2664e-012
3604	1.1543e-012
3605	1.1543e-012
3606	1.4781e-012
3607	1.367e-012
3608	1.367e-012
3609	1.6891e-012
3610	1.5791e-012
3611	1.5791e-012
3612	1.8994e-012
3613	1.7903e-012
3614	1.7903e-012
3615	2.1091e-012
3616	2.0007e-012
3617	2.0007e-012
3618	2.2107e-012
3619	2.2107e-012
3620	2.3187e-012
3621	2.3842e-013
3622	1.5208e-013
3623	1.5056e-013
3624	7.3404e-014
3625	4.2392e-013
3626	3.2719e-013
3627	3.2419e-013
3628	6.2355e-013
3629	5.199e-013
3630	5.1594e-013
3631	8.3145e-013
3632	7.2397e-013
3633	7.1971e-013
3634	1.0433e-012
3635	9.3425e-013
3636	9.3019e-013
3637	1.2565e-012
3638	1.1472e-012
3639	1.1436e-012
3640	1.4695e-012
3641	1.3607e-012
3642	1.3576e-012
3643	1.6817e-012
3644	1.5737e-012
3645	1.571e-012
3646	1.8929e-012
3647	1.7856e-012
3648	1.7833e-012
3649	2.1033e-012
3650	1.9965e-012
3651	1.9946e-012
3652	2.2069e-012
3653	2.2051e-012
3654	2.3134e-012
3655	2.3665e-013
3656	1.5208e-013
3657	1.4935e-013
3658	7.2836e-014
3659	4.2105e-013
3660	3.2719e-013
3661	3.2176e-013
3662	6.1997e-013
3663	5.199e-013
3664	5.1258e-013
3665	8.2763e-013
3666	7.2397e-013
3667	7.1589e-013
3668	1.0396e-012
3669	9.3425e-013
3670	9.2634e-013
3671	1.2531e-012
3672	1.1472e-012
3673	1.14e-012
3674	1.4666e-012
3675	1.3607e-012
3676	1.3544e-012
3677	1.6791e-012
3678	1.5737e-012
3679	1.5683e-012
3680	1.8906e-012
3681	1.7856e-012
3682	1.7809e-012
3683	2.1012e-012
3684	1.9965e-012
3685	1.9925e-012
3686	2.2069e-012
3687	2.2032e-012
3688	2.3115e-012
3689	2.3842e-013
3690	1.5449e-013
3691	1.5056e-013
3692	7.3404e-014
3693	4.2392e-013
3694	3.3205e-013
3695	3.2419e-013
3696	6.2355e-013
3697	5.2662e-013
3698	5.1594e-013
3699	8.3145e-013
3700	7.3158e-013
3701	7.1971e-013
3702	1.0433e-012
3703	9.4187e-013
3704	9.3019e-013
3705	1.2565e-012
3706	1.1543e-012
3707	1.1436e-012
3708	1.4695e-012
3709	1.367e-012
3710	1.3576e-012
3711	1.6817e-012
3712	1.5791e-012
3713	1.571e-012
3714	1.8929e-012
3715	1.7903e-012
3716	1.7833e-012
3717	2.1033e-012
3718	2.0007e-012
3719	1.9946e-012
3720	2.2107e-012
3721	2.2051e-012
3722	2.3134e-012
3723	2.4428e-013
3724	1.601e-013
3725	1.5449e-013
3726	7.5274e-014
3727	4.3319e-013
3728	3.4312e-013
3729	3.3205e-013
3730	6.3481e-013
3731	5.4133e-013
3732	5.2662e-013
3733	8.4318e-013
3734	7.4759e-013
3735	7.3158e-013
3736	1.0544e-012
3737	9.5735e-013
3738	9.4187e-013
3739	1.2664e-012
3740	1.1682e-012
3741	1.1543e-012
3742	1.4781e-012
3743	1.3791e-012
3744	1.367e-012
3745	1.6891e-012
3746	1.5895e-012
3747	1.5791e-012
3748	1.8994e-012
3749	1.7993e-012
3750	1.7903e-012
3751	2.1091e-012
3752	2.0086e-012
3753	2.0007e-012
3754	2.2178e-012
3755	2.2107e-012
3756	2.3187e-012
3757	2.5595e-013
3758	1.7071e-013
3759	1.626e-013
3760	7.8991e-014
3761	4.5106e-013
3762	3.6367e-013
3763	3.4774e-013
3764	6.5534e-013
3765	5.6673e-013
3766	5.4663e-013
3767	8.6345e-013
3768	7.7327e-013
3769	7.5256e-013
3770	1.0728e-012
3771	9.8074e-013
3772	9.616e-013
3773	1.2824e-012
3774	1.1885e-012
3775	1.1717e-012
3776	1.4917e-012
3777	1.3962e-012
3778	1.3819e-012
3779	1.7007e-012
3780	1.6039e-012
3781	1.5917e-012
3782	1.9094e-012
3783	1.8116e-012
3784	1.8011e-012
3785	2.118e-012
3786	2.0194e-012
3787	2.0102e-012
3788	2.2275e-012
3789	2.2192e-012
3790	2.3269e-012
3791	2.7867e-013
3792	1.9361e-013
3793	1.7765e-013
3794	8.6765e-014
3795	4.8189e-013
3796	4.0157e-013
3797	3.7557e-013
3798	6.8739e-013
3799	6.0647e-013
3800	5.7944e-013
3801	8.9254e-013
3802	8.0918e-013
3803	7.8374e-013
3804	1.0978e-012
3805	1.011e-012
3806	9.8899e-013
3807	1.3033e-012
3808	1.2134e-012
3809	1.1947e-012
3810	1.5091e-012
3811	1.4166e-012
3812	1.401e-012
3813	1.7153e-012
3814	1.6207e-012
3815	1.6077e-012
3816	1.9219e-012
3817	1.8258e-012
3818	1.8146e-012
3819	2.1291e-012
3820	2.0318e-012
3821	2.022e-012
3822	2.2387e-012
3823	2.2297e-012
3824	2.337e-012
3825	3.2464e-013
3826	2.1837e-013
3827	1.0138e-013
3828	2.4672e-013
3829	5.319e-013
3830	4.2536e-013
3831	4.6728e-013
3832	7.3159e-013
3833	6.2772e-013
3834	6.6101e-013
3835	9.2889e-013
3836	8.2437e-013
3837	8.5242e-013
3838	1.127e-012
3839	1.0219e-012
3840	1.0447e-012
3841	1.3267e-012
3842	1.221e-012
3843	1.2397e-012
3844	1.5281e-012
3845	1.4221e-012
3846	1.4375e-012
3847	1.7311e-012
3848	1.625e-012
3849	1.6379e-012
3850	1.9356e-012
3851	1.8293e-012
3852	1.8404e-012
3853	2.1412e-012
3854	2.0347e-012
3855	2.0447e-012
3856	2.2412e-012
3857	2.348e-012
3858	2.2504e-012
3859	3.2072e-013
3860	1.9084e-013
3861	2.1688e-013
3862	1.0017e-013
3863	2.4468e-013
3864	5.25e-013
3865	3.9564e-013
3866	4.2195e-013
3867	4.6242e-013
3868	7.225e-013
3869	5.9788e-013
3870	6.2252e-013
3871	6.5332e-013
3872	9.1885e-013
3873	7.9913e-013
3874	8.1804e-013
3875	8.4297e-013
3876	1.1171e-012
3877	1.0007e-012
3878	1.0152e-012
3879	1.0347e-012
3880	1.3175e-012
3881	1.2037e-012
3882	1.2146e-012
3883	1.2301e-012
3884	1.5199e-012
3885	1.4078e-012
3886	1.4163e-012
3887	1.4288e-012
3888	1.7239e-012
3889	1.6131e-012
3890	1.6198e-012
3891	1.6301e-012
3892	1.9291e-012
3893	1.8191e-012
3894	1.8246e-012
3895	1.8335e-012
3896	2.1354e-012
3897	2.0257e-012
3898	2.0305e-012
3899	2.0385e-012
3900	2.233e-012
3901	2.2373e-012
3902	2.3425e-012
3903	2.2446e-012
3904	2.7391e-013
3905	1.6741e-013
3906	1.7572e-013
3907	8.5297e-014
3908	4.7402e-013
3909	3.5688e-013
3910	3.7155e-013
3911	6.7749e-013
3912	5.5725e-013
3913	5.7365e-013
3914	8.8193e-013
3915	7.6249e-013
3916	7.7695e-013
3917	1.0875e-012
3918	9.6993e-013
3919	9.8202e-013
3920	1.2939e-012
3921	1.1784e-012
3922	1.1881e-012
3923	1.5008e-012
3924	1.3873e-012
3925	1.3951e-012
3926	1.7081e-012
3927	1.5961e-012
3928	1.6024e-012
3929	1.9155e-012
3930	1.8048e-012
3931	1.81e-012
3932	2.1233e-012
3933	2.0133e-012
3934	2.0178e-012
3935	2.2219e-012
3936	2.2259e-012
3937	2.3316e-012
3938	2.5054e-013
3939	1.5642e-013
3940	1.6039e-013
3941	7.7289e-014
3942	4.4237e-013
3943	3.3568e-013
3944	3.4324e-013
3945	6.4466e-013
3946	5.3114e-013
3947	5.4032e-013
3948	8.5222e-013
3949	7.3617e-013
3950	7.4531e-013
3951	1.0621e-012
3952	9.4604e-013
3953	9.5427e-013
3954	1.2728e-012
3955	1.1578e-012
3956	1.1648e-012
3957	1.4833e-012
3958	1.3699e-012
3959	1.3758e-012
3960	1.6934e-012
3961	1.5816e-012
3962	1.5864e-012
3963	1.903e-012
3964	1.7924e-012
3965	1.7965e-012
3966	2.1122e-012
3967	2.0025e-012
3968	2.006e-012
3969	2.2123e-012
3970	2.2154e-012
3971	2.3215e-012
3972	2.3842e-013
3973	1.5056e-013
3974	1.5208e-013
3975	7.3404e-014
3976	4.2392e-013
3977	3.2419e-013
3978	3.2719e-013
3979	6.2355e-013
3980	5.1594e-013
3981	5.199e-013
3982	8.3145e-013
3983	7.1971e-013
3984	7.2397e-013
3985	1.0433e-012
3986	9.3019e-013
3987	9.3425e-013
3988	1.2565e-012
3989	1.1436e-012
3990	1.1472e-012
3991	1.4695e-012
3992	1.3576e-012
3993	1.3607e-012
3994	1.6817e-012
3995	1.571e-012
3996	1.5737e-012
3997	1.8929e-012
3998	1.7833e-012
3999	1.7856e-012
4000	2.1033e-012
4001	1.9946e-012
4002	1.9965e-012
4003	2.2051e-012
4004	2.2069e-012
4005	2.3134e-012
4006	2.323e-013
4007	1.4802e-013
4008	1.4802e-013
4009	7.1432e-014
4010	4.1429e-013
4011	3.1912e-013
