Node Number	Maximum Principal Stress (Pa)
2738	1.9551e-002
2739	2.4713e-002
2740	1.7434e-002
2741	1.9256e-002
2742	1.8664e-002
2743	2.4945e-002
2744	1.6838e-002
2745	2.1902e-002
2746	2.8206e-002
2747	1.8198e-002
2748	1.906e-002
2749	-0.7042
2750	-0.96154
2751	-0.96154
2752	-1.2941
2753	-0.2751
2754	-0.43666
2755	-0.43666
2756	-8.6545e-002
2757	-0.18498
2758	-0.18498
2759	-4.9992e-003
2760	-5.2186e-002
2761	-5.2186e-002
2762	2.2563e-002
2763	1.5117e-003
2764	1.5117e-003
2765	2.9608e-002
2766	2.3074e-002
2767	2.3074e-002
2768	2.8076e-002
2769	2.8627e-002
2770	2.8627e-002
2771	2.4115e-002
2772	2.7673e-002
2773	2.7673e-002
2774	2.0816e-002
2775	2.5422e-002
2776	2.5422e-002
2777	2.1512e-002
2778	2.568e-002
2779	2.568e-002
2780	3.1004e-002
2781	3.1004e-002
2782	2.4127e-002
2783	-0.73223
2784	-0.97918
2785	-1.0847
2786	-1.3347
2787	-0.33235
2788	-0.4523
2789	-0.58502
2790	-0.14008
2791	-0.21319
2792	-0.28582
2793	-4.2224e-002
2794	-8.4084e-002
2795	-0.11535
2796	2.5366e-003
2797	-2.2595e-002
2798	-3.2271e-002
2799	2.2017e-002
2800	8.8943e-003
2801	7.8676e-003
2802	2.8391e-002
2803	2.358e-002
2804	2.3968e-002
2805	2.9578e-002
2806	2.977e-002
2807	2.8966e-002
2808	3.075e-002
2809	3.2979e-002
2810	3.0117e-002
2811	3.5302e-002
2812	3.7678e-002
2813	3.2682e-002
2814	4.6521e-002
2815	4.0529e-002
2816	4.2587e-002
2817	-0.73032
2818	-0.97958
2819	-1.0946
2820	-1.3521
2821	-0.33914
2822	-0.45349
2823	-0.58944
2824	-0.15666
2825	-0.22112
2826	-0.30649
2827	-6.2329e-002
2828	-9.6315e-002
2829	-0.14373
2830	-1.5432e-002
2831	-3.6258e-002
2832	-5.7155e-002
2833	9.9141e-003
2834	-4.2951e-003
2835	-9.6626e-003
2836	2.4426e-002
2837	1.5121e-002
2838	1.5099e-002
2839	3.2986e-002
2840	2.918e-002
2841	2.7853e-002
2842	3.9568e-002
2843	3.8167e-002
2844	3.5399e-002
2845	4.8622e-002
2846	4.6551e-002
2847	4.3341e-002
2848	5.9872e-002
2849	5.6054e-002
2850	6.4178e-002
2851	-0.72924
2852	-0.9793
2853	-1.0954
2854	-1.3562
2855	-0.34153
2856	-0.45386
2857	-0.59103
2858	-0.16208
2859	-0.22362
2860	-0.31258
2861	-6.9696e-002
2862	-0.10017
2863	-0.15262
2864	-2.4505e-002
2865	-4.1285e-002
2866	-6.7746e-002
2867	-4.5992e-004
2868	-1.102e-002
2869	-2.0996e-002
2870	1.8414e-002
2871	6.3408e-003
2872	5.416e-003
2873	3.4225e-002
2874	2.777e-002
2875	2.5013e-002
2876	4.5044e-002
2877	4.0632e-002
2878	3.8512e-002
2879	5.7723e-002
2880	5.1237e-002
2881	5.0236e-002
2882	6.7417e-002
2883	6.7276e-002
2884	7.9805e-002
2885	-0.72894
2886	-0.9793
2887	-1.0957
2888	-1.3575
2889	-0.34192
2890	-0.45386
2891	-0.59125
2892	-0.16324
2893	-0.22362
2894	-0.3138
2895	-7.1483e-002
2896	-0.10017
2897	-0.15466
2898	-2.694e-002
2899	-4.1285e-002
2900	-7.0407e-002
2901	-4.4825e-003
2902	-1.102e-002
2903	-2.4407e-002
2904	1.4482e-002
2905	6.3408e-003
2906	-5.3324e-004
2907	3.4442e-002
2908	2.777e-002
2909	2.3267e-002
2910	4.6881e-002
2911	4.0632e-002
2912	3.9482e-002
2913	6.0941e-002
2914	5.1237e-002
2915	5.2606e-002
2916	6.7417e-002
2917	7.131e-002
2918	8.5439e-002
2919	-0.72924
2920	-0.97958
2921	-1.0954
2922	-1.3562
2923	-0.34153
2924	-0.45349
2925	-0.59103
2926	-0.16208
2927	-0.22112
2928	-0.31258
2929	-6.9696e-002
2930	-9.6315e-002
2931	-0.15262
2932	-2.4504e-002
2933	-3.6258e-002
2934	-6.7746e-002
2935	-4.5993e-004
2936	-4.2951e-003
2937	-2.0996e-002
2938	1.8414e-002
2939	1.5121e-002
2940	5.416e-003
2941	3.4225e-002
2942	2.918e-002
2943	2.5013e-002
2944	4.5044e-002
2945	3.8167e-002
2946	3.8512e-002
2947	5.7723e-002
2948	4.6551e-002
2949	5.0236e-002
2950	5.9872e-002
2951	6.7276e-002
2952	7.9805e-002
2953	-0.73032
2954	-0.97918
2955	-1.0946
2956	-1.3521
2957	-0.33914
2958	-0.4523
2959	-0.58944
2960	-0.15666
2961	-0.21319
2962	-0.30649
2963	-6.2329e-002
2964	-8.4084e-002
2965	-0.14373
2966	-1.5432e-002
2967	-2.2595e-002
2968	-5.7155e-002
2969	9.9141e-003
2970	8.8942e-003
2971	-9.6626e-003
2972	2.4426e-002
2973	2.358e-002
2974	1.5099e-002
2975	3.2986e-002
2976	2.977e-002
2977	2.7853e-002
2978	3.9568e-002
2979	3.2979e-002
2980	3.5399e-002
2981	4.8622e-002
2982	3.7678e-002
2983	4.3341e-002
2984	4.6521e-002
2985	5.6054e-002
2986	6.4178e-002
2987	-0.73223
2988	-0.96154
2989	-1.0847
2990	-1.3347
2991	-0.33235
2992	-0.43666
2993	-0.58502
2994	-0.14008
2995	-0.18498
2996	-0.28582
2997	-4.2224e-002
2998	-5.2186e-002
2999	-0.11535
3000	2.5365e-003
3001	1.5116e-003
3002	-3.2271e-002
3003	2.2017e-002
3004	2.3074e-002
3005	7.8675e-003
3006	2.8391e-002
3007	2.8627e-002
3008	2.3968e-002
3009	2.9578e-002
3010	2.7673e-002
3011	2.8966e-002
3012	3.075e-002
3013	2.5422e-002
3014	3.0117e-002
3015	3.5302e-002
3016	2.568e-002
3017	3.2682e-002
3018	3.1004e-002
3019	4.0529e-002
3020	4.2587e-002
3021	-0.7042
3022	-0.76951
3023	-0.96154
3024	-1.2941
3025	-0.2751
3026	-0.24285
3027	-0.43666
3028	-8.6545e-002
3029	-9.4814e-002
3030	-0.18498
3031	-4.9992e-003
3032	-4.1012e-003
3033	-5.2186e-002
3034	2.2563e-002
3035	2.2813e-002
3036	1.5116e-003
3037	2.9608e-002
3038	2.9989e-002
3039	2.3074e-002
3040	2.8076e-002
3041	2.8139e-002
3042	2.8627e-002
3043	2.4115e-002
3044	2.3573e-002
3045	2.7673e-002
3046	2.0816e-002
3047	1.9551e-002
3048	2.5422e-002
3049	2.1512e-002
3050	1.8664e-002
3051	2.568e-002
3052	2.1902e-002
3053	3.1004e-002
3054	2.4127e-002
3055	-0.35481
3056	-0.57923
3057	-0.9412
3058	-2.4456e-002
3059	-5.4841e-002
3060	-7.444e-002
3061	-5.6715e-002
3062	-8.295e-003
3063	-4.6816e-002
3064	2.0849e-003
3065	2.3972e-002
3066	5.2951e-003
3067	1.238e-002
3068	3.0203e-002
3069	2.0965e-002
3070	2.5077e-002
3071	2.9028e-002
3072	2.8606e-002
3073	2.6826e-002
3074	2.4696e-002
3075	2.9291e-002
3076	2.4532e-002
3077	2.0449e-002
3078	2.6994e-002
3079	2.057e-002
3080	1.8396e-002
3081	2.4713e-002
3082	1.7434e-002
3083	1.9256e-002
3084	2.4945e-002
3085	1.6838e-002
3086	2.8206e-002
3087	1.8198e-002
3088	1.906e-002
3089	-0.35814
3090	-0.77947
3091	-0.57775
3092	-0.92791
3093	-2.518e-002
3094	-7.146e-002
3095	-0.26797
3096	-8.2123e-002
3097	-7.0376e-002
3098	-3.0001e-002
3099	-0.13042
3100	-5.6667e-002
3101	-4.3972e-003
3102	3.2182e-003
3103	-3.8593e-002
3104	-1.0189e-002
3105	-3.9488e-003
3106	1.8628e-002
3107	1.0412e-003
3108	5.7672e-003
3109	1.4231e-002
3110	2.8318e-002
3111	2.1291e-002
3112	2.0386e-002
3113	3.0347e-002
3114	3.1477e-002
3115	2.8831e-002
3116	3.0861e-002
3117	3.5889e-002
3118	3.1135e-002
3119	3.0214e-002
3120	3.4657e-002
3121	3.4359e-002
3122	3.0993e-002
3123	3.0005e-002
3124	3.5169e-002
3125	3.1122e-002
3126	3.3701e-002
3127	3.1898e-002
3128	3.703e-002
3129	3.0153e-002
3130	3.7403e-002
3131	4.357e-002
3132	3.9033e-002
3133	3.3773e-002
3134	-0.73223
3135	-1.0847
3136	-0.97918
3137	-1.3347
3138	-0.33235
3139	-0.58502
3140	-0.4523
3141	-0.14008
3142	-0.28582
3143	-0.21319
3144	-4.2224e-002
3145	-0.11535
3146	-8.4084e-002
3147	2.5366e-003
3148	-3.2271e-002
3149	-2.2595e-002
3150	2.2017e-002
3151	7.8676e-003
3152	8.8943e-003
3153	2.8391e-002
3154	2.3968e-002
3155	2.358e-002
3156	2.9578e-002
3157	2.8966e-002
3158	2.977e-002
3159	3.075e-002
3160	3.0117e-002
3161	3.2979e-002
3162	3.5302e-002
3163	3.2682e-002
3164	3.7678e-002
3165	4.0529e-002
3166	4.6521e-002
3167	4.2587e-002
3168	-0.95451
3169	-1.1965
3170	-1.1965
3171	-1.4327
3172	-0.53406
3173	-0.7224
3174	-0.7224
3175	-0.25366
3176	-0.38132
3177	-0.38132
3178	-0.10254
3179	-0.17842
3180	-0.17842
3181	-2.6503e-002
3182	-6.9158e-002
3183	-6.9158e-002
3184	9.738e-003
3185	-1.1532e-002
3186	-1.1532e-002
3187	2.4706e-002
3188	1.559e-002
3189	1.559e-002
3190	3.0126e-002
3191	2.7359e-002
3192	2.7359e-002
3193	3.2774e-002
3194	3.276e-002
3195	3.276e-002
3196	3.7394e-002
3197	3.8415e-002
3198	3.8415e-002
3199	4.9862e-002
3200	4.9862e-002
3201	4.9754e-002
3202	-0.97092
3203	-1.2068
3204	-1.2629
3205	-1.474
3206	-0.56226
3207	-0.72699
3208	-0.80236
3209	-0.29502
3210	-0.39834
3211	-0.45903
3212	-0.13893
3213	-0.20115
3214	-0.23832
3215	-5.2054e-002
3216	-9.0361e-002
3217	-0.10749
3218	-5.355e-003
3219	-2.7944e-002
3220	-3.3609e-002
3221	1.8192e-002
3222	5.4984e-003
3223	4.9368e-003
3224	3.026e-002
3225	2.3951e-002
3226	2.4143e-002
3227	3.8947e-002
3228	3.5702e-002
3229	3.4538e-002
3230	5.0555e-002
3231	4.701e-002
3232	4.4126e-002
3233	6.3415e-002
3234	5.9489e-002
3235	6.97e-002
3236	-0.97155
3237	-1.2078
3238	-1.2686
3239	-1.4831
3240	-0.56722
3241	-0.72842
3242	-0.80597
3243	-0.30484
3244	-0.40289
3245	-0.46984
3246	-0.15109
3247	-0.20757
3248	-0.25345
3249	-6.4641e-002
3250	-9.7755e-002
3251	-0.12332
3252	-1.6609e-002
3253	-3.5785e-002
3254	-4.7357e-002
3255	1.0566e-002
3256	-2.4533e-003
3257	-4.887e-003
3258	2.9148e-002
3259	1.9953e-002
3260	1.9784e-002
3261	4.3619e-002
3262	3.7175e-002
3263	3.6157e-002
3264	5.9743e-002
3265	5.1568e-002
3266	5.08e-002
3267	7.1143e-002
3268	7.0932e-002
3269	8.575e-002
3270	-0.97158
3271	-1.2078
3272	-1.2693
3273	-1.4852
3274	-0.56819
3275	-0.72842
3276	-0.80671
3277	-0.30694
3278	-0.40289
3279	-0.47189
3280	-0.1539
3281	-0.20757
3282	-0.25649
3283	-6.7896e-002
3284	-9.7755e-002
3285	-0.1269
3286	-2.0445e-002
3287	-3.5785e-002
3288	-5.1245e-002
3289	4.8356e-003
3290	-2.4533e-003
3291	-9.4378e-003
3292	2.8308e-002
3293	1.9953e-002
3294	1.6472e-002
3295	4.5208e-002
3296	3.7175e-002
3297	3.6677e-002
3298	6.2975e-002
3299	5.1568e-002
3300	5.3111e-002
3301	7.1143e-002
3302	7.5056e-002
3303	9.1535e-002
3304	-0.97155
3305	-1.2068
3306	-1.2686
3307	-1.4831
3308	-0.56722
3309	-0.72699
3310	-0.80597
3311	-0.30484
3312	-0.39834
3313	-0.46984
3314	-0.15109
3315	-0.20115
3316	-0.25345
3317	-6.4641e-002
3318	-9.0361e-002
3319	-0.12332
3320	-1.6608e-002
3321	-2.7944e-002
3322	-4.7357e-002
3323	1.0566e-002
3324	5.4985e-003
3325	-4.887e-003
3326	2.9148e-002
3327	2.3951e-002
3328	1.9784e-002
3329	4.3619e-002
3330	3.5702e-002
3331	3.6157e-002
3332	5.9743e-002
3333	4.701e-002
3334	5.08e-002
3335	6.3415e-002
3336	7.0932e-002
3337	8.575e-002
3338	-0.97092
3339	-1.1965
3340	-1.2629
3341	-1.474
3342	-0.56226
3343	-0.7224
3344	-0.80236
3345	-0.29502
3346	-0.38132
3347	-0.45903
3348	-0.13893
3349	-0.17842
3350	-0.23832
3351	-5.2054e-002
3352	-6.9158e-002
3353	-0.10749
3354	-5.355e-003
3355	-1.1532e-002
3356	-3.3609e-002
3357	1.8192e-002
3358	1.559e-002
3359	4.9367e-003
3360	3.026e-002
3361	2.7359e-002
3362	2.4143e-002
3363	3.8947e-002
3364	3.276e-002
3365	3.4538e-002
3366	5.0555e-002
3367	3.8415e-002
3368	4.4126e-002
3369	4.9862e-002
3370	5.9489e-002
3371	6.97e-002
3372	-0.95451
3373	-1.0847
3374	-1.1965
3375	-1.4327
3376	-0.53406
3377	-0.58502
3378	-0.7224
3379	-0.25366
3380	-0.28582
3381	-0.38132
3382	-0.10254
3383	-0.11535
3384	-0.17842
3385	-2.6504e-002
3386	-3.2271e-002
3387	-6.9158e-002
3388	9.738e-003
3389	7.8675e-003
3390	-1.1532e-002
3391	2.4706e-002
3392	2.3968e-002
3393	1.559e-002
3394	3.0126e-002
3395	2.8966e-002
3396	2.7359e-002
3397	3.2774e-002
3398	3.0117e-002
3399	3.276e-002
3400	3.7394e-002
3401	3.2682e-002
3402	3.8415e-002
3403	4.0529e-002
3404	4.9862e-002
3405	4.9754e-002
3406	-0.73223
3407	-0.77947
3408	-0.97918
3409	-1.3347
3410	-0.33235
3411	-0.26797
3412	-0.4523
3413	-0.14008
3414	-0.13042
3415	-0.21319
3416	-4.2224e-002
3417	-3.8593e-002
3418	-8.4084e-002
3419	2.5365e-003
3420	1.0412e-003
3421	-2.2595e-002
3422	2.2017e-002
3423	2.1291e-002
3424	8.8942e-003
3425	2.8391e-002
3426	2.8831e-002
3427	2.358e-002
3428	2.9578e-002
3429	3.0214e-002
3430	2.977e-002
3431	3.075e-002
3432	3.0005e-002
3433	3.2979e-002
3434	3.5302e-002
3435	3.1898e-002
3436	3.7678e-002
3437	3.7403e-002
3438	4.6521e-002
3439	4.2587e-002
3440	-0.35814
3441	-0.57775
3442	-0.92791
3443	-2.518e-002
3444	-7.1459e-002
3445	-8.2123e-002
3446	-7.0376e-002
3447	-3.0001e-002
3448	-5.6667e-002
3449	-4.3971e-003
3450	3.2181e-003
3451	-1.0189e-002
3452	-3.9487e-003
3453	1.8628e-002
3454	5.7672e-003
3455	1.4231e-002
3456	2.8318e-002
3457	2.0386e-002
3458	3.0347e-002
3459	3.1477e-002
3460	3.0861e-002
3461	3.5889e-002
3462	3.1135e-002
3463	3.4657e-002
3464	3.4359e-002
3465	3.0993e-002
3466	3.5169e-002
3467	3.1122e-002
3468	3.3701e-002
3469	3.703e-002
3470	3.0153e-002
3471	4.357e-002
3472	3.9033e-002
3473	3.3773e-002
3474	-0.35514
3475	-0.77839
3476	-0.57644
3477	-0.93015
3478	-2.5294e-002
3479	-7.2553e-002
3480	-0.26807
3481	-8.1247e-002
3482	-6.9378e-002
3483	-3.6844e-002
3484	-0.13926
3485	-5.9776e-002
3486	-5.8443e-003
3487	-7.5371e-003
3488	-5.3384e-002
3489	-1.5884e-002
3490	-9.0151e-003
3491	5.499e-003
3492	-1.5395e-002
3493	-2.9355e-003
3494	2.9133e-003
3495	2.1158e-002
3496	7.7591e-003
3497	9.2368e-003
3498	2.5571e-002
3499	3.3774e-002
3500	2.4106e-002
3501	2.8561e-002
3502	4.1389e-002
3503	3.86e-002
3504	3.3477e-002
3505	3.8888e-002
3506	4.4044e-002
3507	4.107e-002
3508	3.7951e-002
3509	4.2376e-002
3510	4.1882e-002
3511	4.6784e-002
3512	4.2798e-002
3513	4.6133e-002
3514	4.1355e-002
3515	5.2728e-002
3516	5.6463e-002
3517	6.013e-002
3518	4.7953e-002
3519	-0.73032
3520	-1.0946
3521	-0.97958
3522	-1.3521
3523	-0.33914
3524	-0.58944
3525	-0.45349
3526	-0.15666
3527	-0.30649
3528	-0.22112
3529	-6.2329e-002
3530	-0.14373
3531	-9.6315e-002
3532	-1.5432e-002
3533	-5.7155e-002
3534	-3.6258e-002
3535	9.9142e-003
3536	-9.6626e-003
3537	-4.2951e-003
3538	2.4426e-002
3539	1.5099e-002
3540	1.5121e-002
3541	3.2986e-002
3542	2.7853e-002
3543	2.918e-002
3544	3.9568e-002
3545	3.5399e-002
3546	3.8167e-002
3547	4.8622e-002
3548	4.3341e-002
3549	4.6551e-002
3550	5.6054e-002
3551	5.9872e-002
3552	6.4178e-002
3553	-0.97092
3554	-1.2629
3555	-1.2068
3556	-1.474
3557	-0.56226
3558	-0.80236
3559	-0.72699
3560	-0.29502
3561	-0.45903
3562	-0.39834
3563	-0.13893
3564	-0.23832
3565	-0.20115
3566	-5.2054e-002
3567	-0.10749
3568	-9.0361e-002
3569	-5.355e-003
3570	-3.3609e-002
3571	-2.7944e-002
3572	1.8192e-002
3573	4.9368e-003
3574	5.4985e-003
3575	3.026e-002
3576	2.4143e-002
3577	2.3951e-002
3578	3.8947e-002
3579	3.4538e-002
3580	3.5702e-002
3581	5.0555e-002
3582	4.4126e-002
3583	4.701e-002
3584	5.9489e-002
3585	6.3415e-002
3586	6.97e-002
3587	-1.0969
3588	-1.3227
3589	-1.3227
3590	-1.5493
3591	-0.69625
3592	-0.88039
3593	-0.88039
3594	-0.39626
3595	-0.53132
3596	-0.53132
3597	-0.20302
3598	-0.29252
3599	-0.29252
3600	-8.7594e-002
3601	-0.14254
3602	-0.14254
3603	-2.3118e-002
3604	-5.4404e-002
3605	-5.4404e-002
3606	1.0814e-002
3607	-5.8045e-003
3608	-5.8045e-003
3609	2.8578e-002
3610	2.0043e-002
3611	2.0043e-002
3612	4.0092e-002
3613	3.4916e-002
3614	3.4916e-002
3615	5.2692e-002
3616	4.7898e-002
3617	4.7898e-002
3618	6.6933e-002
3619	6.6933e-002
3620	7.6279e-002
3621	-1.1061
3622	-1.3271
3623	-1.3587
3624	-1.5709
3625	-0.71109
3626	-0.88328
3627	-0.92485
3628	-0.41959
3629	-0.53903
3630	-0.57765
3631	-0.22595
3632	-0.30308
3633	-0.33107
3634	-0.10613
3635	-0.15351
3636	-0.17011
3637	-3.6036e-002
3638	-6.4174e-002
3639	-7.1962e-002
3640	3.4759e-003
3641	-1.3404e-002
3642	-1.5493e-002
3643	2.6469e-002
3644	1.5764e-002
3645	1.6036e-002
3646	4.3208e-002
3647	3.5364e-002
3648	3.5101e-002
3649	6.193e-002
3650	5.2295e-002
3651	5.1574e-002
3652	7.4822e-002
3653	7.4099e-002
3654	9.1695e-002
3655	-1.1067
3656	-1.3271
3657	-1.3603
3658	-1.5742
3659	-0.71281
3660	-0.88328
3661	-0.92616
3662	-0.42271
3663	-0.53903
3664	-0.5806
3665	-0.22986
3666	-0.30308
3667	-0.33524
3668	-0.1103
3669	-0.15351
3670	-0.17473
3671	-4.0207e-002
3672	-6.4174e-002
3673	-7.6459e-002
3674	-7.274e-004
3675	-1.3404e-002
3676	-1.9579e-002
3677	2.4841e-002
3678	1.5764e-002
3679	1.2767e-002
3680	4.4581e-002
3681	3.5364e-002
3682	3.5273e-002
3683	6.5192e-002
3684	5.2295e-002
3685	5.3838e-002
3686	7.4822e-002
3687	7.8302e-002
3688	9.7634e-002
3689	-1.1061
3690	-1.3227
3691	-1.3587
3692	-1.5709
3693	-0.71109
3694	-0.88039
3695	-0.92485
3696	-0.41959
3697	-0.53132
3698	-0.57765
3699	-0.22595
3700	-0.29252
3701	-0.33107
3702	-0.10613
3703	-0.14254
3704	-0.17011
3705	-3.6037e-002
3706	-5.4404e-002
3707	-7.1962e-002
3708	3.4759e-003
3709	-5.8046e-003
3710	-1.5493e-002
3711	2.6469e-002
3712	2.0043e-002
3713	1.6036e-002
3714	4.3208e-002
3715	3.4916e-002
3716	3.5101e-002
3717	6.193e-002
3718	4.7898e-002
3719	5.1574e-002
3720	6.6933e-002
3721	7.4099e-002
3722	9.1695e-002
3723	-1.0969
3724	-1.2629
3725	-1.3227
3726	-1.5493
3727	-0.69625
3728	-0.80236
3729	-0.88039
3730	-0.39626
3731	-0.45903
3732	-0.53132
3733	-0.20302
3734	-0.23832
3735	-0.29252
3736	-8.7594e-002
3737	-0.10749
3738	-0.14254
3739	-2.3118e-002
3740	-3.3609e-002
3741	-5.4404e-002
3742	1.0814e-002
3743	4.9367e-003
3744	-5.8045e-003
3745	2.8578e-002
3746	2.4143e-002
3747	2.0043e-002
3748	4.0092e-002
3749	3.4538e-002
3750	3.4916e-002
3751	5.2692e-002
3752	4.4126e-002
3753	4.7898e-002
3754	5.9489e-002
3755	6.6933e-002
3756	7.6279e-002
3757	-0.97092
3758	-1.0946
3759	-1.2068
3760	-1.474
3761	-0.56226
3762	-0.58944
3763	-0.72699
3764	-0.29502
3765	-0.30649
3766	-0.39834
3767	-0.13893
3768	-0.14373
3769	-0.20115
3770	-5.2054e-002
3771	-5.7155e-002
3772	-9.0361e-002
3773	-5.355e-003
3774	-9.6626e-003
3775	-2.7944e-002
3776	1.8192e-002
3777	1.5099e-002
3778	5.4984e-003
3779	3.026e-002
3780	2.7853e-002
3781	2.3951e-002
3782	3.8947e-002
3783	3.5399e-002
3784	3.5702e-002
3785	5.0555e-002
3786	4.3341e-002
3787	4.701e-002
3788	5.6054e-002
3789	6.3415e-002
3790	6.97e-002
3791	-0.73032
3792	-0.77839
3793	-0.97958
3794	-1.3521
3795	-0.33914
3796	-0.26807
3797	-0.45349
3798	-0.15666
3799	-0.13926
3800	-0.22112
3801	-6.2329e-002
3802	-5.3384e-002
3803	-9.6315e-002
3804	-1.5432e-002
3805	-1.5395e-002
3806	-3.6258e-002
3807	9.9141e-003
3808	7.759e-003
3809	-4.2951e-003
3810	2.4426e-002
3811	2.4106e-002
3812	1.5121e-002
3813	3.2986e-002
3814	3.3477e-002
3815	2.918e-002
3816	3.9568e-002
3817	3.7951e-002
3818	3.8167e-002
3819	4.8622e-002
3820	4.2799e-002
3821	4.6551e-002
3822	5.2728e-002
3823	5.9872e-002
3824	6.4178e-002
3825	-0.35514
3826	-0.57644
3827	-0.93015
3828	-2.5294e-002
3829	-7.2553e-002
3830	-8.1247e-002
3831	-6.9378e-002
3832	-3.6844e-002
3833	-5.9776e-002
3834	-5.8443e-003
3835	-7.5371e-003
3836	-1.5884e-002
3837	-9.0151e-003
3838	5.499e-003
3839	-2.9355e-003
3840	2.9133e-003
3841	2.1158e-002
3842	9.2368e-003
3843	2.5571e-002
3844	3.3774e-002
3845	2.8561e-002
3846	4.1389e-002
3847	3.86e-002
3848	3.8888e-002
3849	4.4044e-002
3850	4.107e-002
3851	4.2376e-002
3852	4.1882e-002
3853	4.6784e-002
3854	4.6133e-002
3855	4.1355e-002
3856	5.6463e-002
3857	6.013e-002
3858	4.7953e-002
3859	-0.35426
3860	-0.77758
3861	-0.5761
3862	-0.92969
3863	-2.4824e-002
3864	-7.3396e-002
3865	-0.26843
3866	-8.116e-002
3867	-6.9689e-002
3868	-3.9168e-002
3869	-0.14243
3870	-6.0823e-002
3871	-6.8147e-003
3872	-1.1179e-002
3873	-5.821e-002
3874	-1.7557e-002
3875	-1.0297e-002
3876	-1.2943e-003
3877	-2.2357e-002
3878	-5.9221e-003
3879	-6.9108e-004
3880	1.2249e-002
3881	-2.4776e-003
3882	1.3743e-003
3883	1.8639e-002
3884	3.3574e-002
3885	1.7338e-002
3886	2.5886e-002
3887	4.2861e-002
3888	4.2691e-002
3889	3.4291e-002
3890	4.0575e-002
3891	4.9229e-002
3892	4.7416e-002
3893	4.2592e-002
3894	4.5952e-002
3895	4.8389e-002
3896	5.5782e-002
3897	4.9901e-002
3898	5.0989e-002
3899	4.8699e-002
3900	6.3634e-002
3901	6.3751e-002
3902	7.529e-002
3903	5.8078e-002
3904	-0.72924
3905	-1.0954
3906	-0.9793
3907	-1.3562
3908	-0.34153
3909	-0.59103
3910	-0.45386
3911	-0.16208
3912	-0.31258
3913	-0.22362
3914	-6.9696e-002
3915	-0.15262
3916	-0.10017
3917	-2.4504e-002
3918	-6.7746e-002
3919	-4.1285e-002
3920	-4.5992e-004
3921	-2.0996e-002
3922	-1.1019e-002
3923	1.8414e-002
3924	5.416e-003
3925	6.3408e-003
3926	3.4225e-002
3927	2.5013e-002
3928	2.777e-002
3929	4.5044e-002
3930	3.8512e-002
3931	4.0632e-002
3932	5.7723e-002
3933	5.0236e-002
3934	5.1237e-002
3935	6.7276e-002
3936	6.7417e-002
3937	7.9805e-002
3938	-0.97155
3939	-1.2686
3940	-1.2078
3941	-1.4831
3942	-0.56722
3943	-0.80597
3944	-0.72842
3945	-0.30484
3946	-0.46984
3947	-0.40289
3948	-0.15109
3949	-0.25345
3950	-0.20757
3951	-6.4641e-002
3952	-0.12332
3953	-9.7755e-002
3954	-1.6608e-002
3955	-4.7357e-002
3956	-3.5785e-002
3957	1.0566e-002
3958	-4.887e-003
3959	-2.4533e-003
3960	2.9148e-002
3961	1.9784e-002
3962	1.9953e-002
3963	4.3619e-002
3964	3.6157e-002
3965	3.7175e-002
3966	5.9743e-002
3967	5.08e-002
3968	5.1568e-002
3969	7.0932e-002
3970	7.1143e-002
3971	8.575e-002
3972	-1.1061
3973	-1.3587
3974	-1.3271
3975	-1.5709
3976	-0.71109
3977	-0.92485
3978	-0.88328
3979	-0.41959
3980	-0.57765
3981	-0.53903
3982	-0.22595
3983	-0.33107
3984	-0.30308
3985	-0.10613
3986	-0.17011
3987	-0.15351
3988	-3.6037e-002
3989	-7.1962e-002
3990	-6.4174e-002
3991	3.4759e-003
3992	-1.5493e-002
3993	-1.3404e-002
3994	2.6469e-002
3995	1.6036e-002
3996	1.5764e-002
3997	4.3208e-002
3998	3.5101e-002
3999	3.5364e-002
4000	6.193e-002
4001	5.1574e-002
4002	5.2295e-002
4003	7.4099e-002
4004	7.4822e-002
4005	9.1695e-002
4006	-1.1759
4007	-1.3891
4008	-1.3891
4009	-1.6122
4010	-0.78981
4011	-0.96621
4012	-0.96621
4013	-0.48658
4014	-0.61924
4015	-0.61924
4016	-0.27302
4017	-0.36407
4018	-0.36407
4019	-0.13461
4020	-0.19253
4021	-0.19253
4022	-5.096e-002
4023	-8.5521e-002
4024	-8.5521e-002
4025	-2.9711e-003
4026	-2.2725e-002
4027	-2.2725e-002
4028	2.4621e-002
4029	1.2932e-002
4030	1.2932e-002
4031	4.3598e-002
4032	3.468e-002
4033	3.468e-002
4034	6.3739e-002
4035	5.3054e-002
4036	5.3054e-002
4037	7.7555e-002
4038	7.7555e-002
4039	9.624e-002
4040	-1.1786
4041	-1.3891
4042	-1.4011
4043	-1.6191
4044	-0.79405
4045	-0.96621
4046	-0.98086
4047	-0.49347
4048	-0.61924
4049	-0.63404
4050	-0.2803
4051	-0.36407
4052	-0.37648
4053	-0.14093
4054	-0.19253
4055	-0.20155
4056	-5.5796e-002
4057	-8.5521e-002
4058	-9.1352e-002
4059	-6.2816e-003
4060	-2.2725e-002
4061	-2.6119e-002
4062	2.3199e-002
4063	1.2932e-002
4064	1.1233e-002
4065	4.453e-002
4066	3.468e-002
4067	3.4743e-002
4068	6.6947e-002
4069	5.3054e-002
4070	5.4364e-002
4071	7.7555e-002
4072	8.0195e-002
4073	0.10205
4074	-1.1759
4075	-1.3587
